private_entity,private_uri,entity_type,wikidata_id,wikidata_uri,wikidata_label,wikidata_description,confidence,matched,match_reason
Ludwig Göransson,http://example.org/webdatamining/entity/ludwig-g-ransson,PERSON,Q1358202,http://www.wikidata.org/entity/Q1358202,Ludwig Göransson,Swedish musician and composer,0.75,True,"exact_label,api_match_text"
Lyndon B. Johnson,http://example.org/webdatamining/entity/lyndon-b-johnson,PERSON,,,,,0.7,False,"exact_label,api_match_text"
Mann,http://example.org/webdatamining/entity/mann,PERSON,Q21507877,http://www.wikidata.org/entity/Q21507877,Mann,family name,0.75,True,"exact_label,api_match_text"
Margaret Herrick,http://example.org/webdatamining/entity/margaret-herrick,PERSON,,,,,0.7,False,"exact_label,api_match_text"
Margolis,http://example.org/webdatamining/entity/margolis,PERSON,Q21511559,http://www.wikidata.org/entity/Q21511559,Margolis,family name,0.75,True,"exact_label,api_match_text"
Mark Margolis,http://example.org/webdatamining/entity/mark-margolis,PERSON,Q934506,http://www.wikidata.org/entity/Q934506,Mark Margolis,American actor (1939–2023),0.9,True,"exact_label,api_match_text,type_hint:actor"
Martin Sherwin,http://example.org/webdatamining/entity/martin-sherwin,PERSON,,,,,0.4,False,"token_overlap,api_match_text"
Matt Damon,http://example.org/webdatamining/entity/matt-damon,PERSON,Q175535,http://www.wikidata.org/entity/Q175535,Matt Damon,American actor (born 1970),0.9,True,"exact_label,api_match_text,type_hint:actor"
Matthew McConaughey,http://example.org/webdatamining/entity/matthew-mcconaughey,PERSON,Q188955,http://www.wikidata.org/entity/Q188955,Matthew McConaughey,American actor,0.9,True,"exact_label,api_match_text,type_hint:actor"
McCarthy,http://example.org/webdatamining/entity/mccarthy,PERSON,,,,,0.7,False,"exact_label,api_match_text"
Michael B. Jordan,http://example.org/webdatamining/entity/michael-b-jordan,PERSON,Q3308007,http://www.wikidata.org/entity/Q3308007,Michael B. Jordan,American actor (born 1987),0.9,True,"exact_label,api_match_text,type_hint:actor"
Michael Caine,http://example.org/webdatamining/entity/michael-caine,PERSON,Q123351,http://www.wikidata.org/entity/Q123351,Michael Caine,English actor (born 1933),0.85,True,"exact_label,api_match_text,type_hint:actor"
Mike Ehrmantraut,http://example.org/webdatamining/entity/mike-ehrmantraut,PERSON,Q16578433,http://www.wikidata.org/entity/Q16578433,Mike Ehrmantraut,fictional character in the television drama series Breaking Bad,0.9,True,"exact_label,api_match_text,type_hint:television"
Murph,http://example.org/webdatamining/entity/murph,PERSON,,,,,0.6,False,"partial_label,type_hint:actor"
Murphy,http://example.org/webdatamining/entity/murphy,PERSON,,,,,0.7,False,"exact_label,api_match_text"
Nolan,http://example.org/webdatamining/entity/nolan,PERSON,,,,,0.7,False,"exact_label,api_match_text"
Oppenheimer,http://example.org/webdatamining/entity/oppenheimer,PERSON,Q108839994,http://www.wikidata.org/entity/Q108839994,Oppenheimer,2023 film directed by Christopher Nolan,0.85,True,"exact_label,api_match_text,type_hint:film"
Oscar,http://example.org/webdatamining/entity/oscar,PERSON,Q1951683,http://www.wikidata.org/entity/Q1951683,Oscar,male given name,0.75,True,"exact_label,api_match_text"
Paul,http://example.org/webdatamining/entity/paul,PERSON,Q4925623,http://www.wikidata.org/entity/Q4925623,Paul,male given name,0.75,True,"exact_label,api_match_text"
Puening,http://example.org/webdatamining/entity/puening,PERSON,Q120838529,http://www.wikidata.org/entity/Q120838529,Puening,family name,0.75,True,"exact_label,api_match_text"
Ridley Scott,http://example.org/webdatamining/entity/ridley-scott,PERSON,Q56005,http://www.wikidata.org/entity/Q56005,Ridley Scott,English filmmaker (born 1937),0.85,True,"exact_label,api_match_text,type_hint:film"
"Robert Downey, Jr",http://example.org/webdatamining/entity/robert-downey-jr,PERSON,,,,,0.6,False,"partial_label,type_hint:film"
Romilly,http://example.org/webdatamining/entity/romilly,PERSON,Q1170130,http://www.wikidata.org/entity/Q1170130,Romilly,"commune in Loir-et-Cher, France",0.75,True,"exact_label,api_match_text"
Ryan Coogler,http://example.org/webdatamining/entity/ryan-coogler,PERSON,Q7383978,http://www.wikidata.org/entity/Q7383978,Ryan Coogler,American filmmaker (born 1986),0.9,True,"exact_label,api_match_text,type_hint:film"
Salamanca,http://example.org/webdatamining/entity/salamanca,PERSON,,,,,0.7,False,"exact_label,api_match_text"
Saul Goodman,http://example.org/webdatamining/entity/saul-goodman,PERSON,Q7154377,http://www.wikidata.org/entity/Q7154377,Saul Goodman,fictional character in the television drama series Breaking Bad and Better Call Saul,0.85,True,"exact_label,api_match_text,type_hint:television"
Scarface,http://example.org/webdatamining/entity/scarface,PERSON,Q47075,http://www.wikidata.org/entity/Q47075,Scarface,1983 film directed by Brian De Palma,0.9,True,"exact_label,api_match_text,type_hint:film"
Sidney Skolsky,http://example.org/webdatamining/entity/sidney-skolsky,PERSON,Q3960172,http://www.wikidata.org/entity/Q3960172,Sidney Skolsky,"American gossip columnist, radio personality, screenwriter and actor (1905-1983)",0.9,True,"exact_label,api_match_text,type_hint:actor"
Skyler,http://example.org/webdatamining/entity/skyler,PERSON,,,,,0.7,False,"exact_label,api_match_text"
Spielberg,http://example.org/webdatamining/entity/spielberg,PERSON,,,,,0.7,False,"exact_label,api_match_text"
Stanley Kubrick’s,http://example.org/webdatamining/entity/stanley-kubrick-s,PERSON,,,,,0.45,False,"token_overlap,type_hint:director"
Steven Spielberg,http://example.org/webdatamining/entity/steven-spielberg,PERSON,Q8877,http://www.wikidata.org/entity/Q8877,Steven Spielberg,American filmmaker (born 1946),0.9,True,"exact_label,api_match_text,type_hint:film"
Strauss,http://example.org/webdatamining/entity/strauss,PERSON,Q1341990,http://www.wikidata.org/entity/Q1341990,Strauss,"Retailer for Workwear, Safety Footwear & Personal Protective Equipment",0.9,True,"exact_label,api_match_text,type_hint:person"
Superman,http://example.org/webdatamining/entity/superman,PERSON,Q213053,http://www.wikidata.org/entity/Q213053,Superman,1978 film by Richard Donner,0.85,True,"exact_label,api_match_text,type_hint:film"
Tatlock,http://example.org/webdatamining/entity/tatlock,PERSON,,,,,0.7,False,"exact_label,api_match_text"
Timothée Chalamet,http://example.org/webdatamining/entity/timoth-e-chalamet,PERSON,Q19877770,http://www.wikidata.org/entity/Q19877770,Timothée Chalamet,French-American actor (born 1995),0.9,True,"exact_label,api_match_text,type_hint:actor"
Todd Alquist,http://example.org/webdatamining/entity/todd-alquist,PERSON,Q16002669,http://www.wikidata.org/entity/Q16002669,Todd Alquist,fictional character in the television drama series Breaking Bad,0.9,True,"exact_label,api_match_text,type_hint:television"
Tony Montana,http://example.org/webdatamining/entity/tony-montana,PERSON,Q60579511,http://www.wikidata.org/entity/Q60579511,Tony Montana,Colombian pornographic actor,0.85,True,"exact_label,api_match_text,type_hint:actor"
Walter White,http://example.org/webdatamining/entity/walter-white,PERSON,Q23554,http://www.wikidata.org/entity/Q23554,Walter White,fictional character in the television drama series Breaking Bad,0.9,True,"exact_label,api_match_text,type_hint:television"
Walter White's,http://example.org/webdatamining/entity/walter-white-s,PERSON,,,,,0.6,False,"partial_label,type_hint:television"
Walter White’s,http://example.org/webdatamining/entity/walter-white-s,PERSON,,,,,0.6,False,"partial_label,type_hint:television"
Wes Bentley)—and,http://example.org/webdatamining/entity/wes-bentley-and,PERSON,,,,,0.0,False,below_threshold
White,http://example.org/webdatamining/entity/white,PERSON,,,,,0.7,False,"exact_label,api_match_text"
Wunmi Mosaku,http://example.org/webdatamining/entity/wunmi-mosaku,PERSON,Q541803,http://www.wikidata.org/entity/Q541803,Wunmi Mosaku,Nigerian actress,0.75,True,"exact_label,api_match_text"
#OscarsSoWhite hashtag,http://example.org/webdatamining/entity/oscarssowhite-hashtag,WORK_OF_ART,,,,,0.0,False,below_threshold
2001: A Space Odyssey,http://example.org/webdatamining/entity/2001-a-space-odyssey,WORK_OF_ART,Q103474,http://www.wikidata.org/entity/Q103474,2001: A Space Odyssey,1968 film by Stanley Kubrick,0.85,True,"exact_label,api_match_text,type_hint:film"
Academy Award,http://example.org/webdatamining/entity/academy-award,WORK_OF_ART,,,,,0.6,False,"partial_label,type_hint:film"
Academy Awards,http://example.org/webdatamining/entity/academy-awards,WORK_OF_ART,Q19020,http://www.wikidata.org/entity/Q19020,Academy Awards,annual awards for cinematic achievements,0.75,True,"exact_label,api_match_text"
Academy Awards of Merit,http://example.org/webdatamining/entity/academy-awards-of-merit,WORK_OF_ART,,,,,0.55,False,"partial_label,api_match_text"
Academy Awardsnominations,http://example.org/webdatamining/entity/academy-awardsnominations,WORK_OF_ART,,,,,0.0,False,below_threshold
All About Eve,http://example.org/webdatamining/entity/all-about-eve,WORK_OF_ART,Q200299,http://www.wikidata.org/entity/Q200299,All About Eve,1950 film by Joseph L. Mankiewicz,0.85,True,"exact_label,api_match_text,type_hint:film"
American Prometheus: The Triumph and Tragedy,http://example.org/webdatamining/entity/american-prometheus-the-triumph-and-tragedy,WORK_OF_ART,,,,,0.4,False,partial_label
Barbenheimer,http://example.org/webdatamining/entity/barbenheimer,WORK_OF_ART,Q120188610,http://www.wikidata.org/entity/Q120188610,Barbenheimer,Internet meme about the competition between the 2023 films Barbie and Oppenheimer,0.85,True,"exact_label,api_match_text,type_hint:film"
Barbie,http://example.org/webdatamining/entity/barbie,WORK_OF_ART,,,,,0.7,False,"exact_label,api_match_text"
Batman & Robin,http://example.org/webdatamining/entity/batman-robin,WORK_OF_ART,Q276523,http://www.wikidata.org/entity/Q276523,Batman & Robin,1997 film directed by Joel Schumacher,0.85,True,"exact_label,api_match_text,type_hint:film"
Batman Begins,http://example.org/webdatamining/entity/batman-begins,WORK_OF_ART,Q166262,http://www.wikidata.org/entity/Q166262,Batman Begins,2005 film by Christopher Nolan,0.85,True,"exact_label,api_match_text,type_hint:film"
Better Call Saul,http://example.org/webdatamining/entity/better-call-saul,WORK_OF_ART,Q14925221,http://www.wikidata.org/entity/Q14925221,Better Call Saul,American crime drama television series (2015–2022),0.85,True,"exact_label,api_match_text,type_hint:television"
Breaking Bad,http://example.org/webdatamining/entity/breaking-bad,WORK_OF_ART,Q1079,http://www.wikidata.org/entity/Q1079,Breaking Bad,American crime drama television series (2008–2013),0.85,True,"exact_label,api_match_text,type_hint:television"
Dunkirk,http://example.org/webdatamining/entity/dunkirk,WORK_OF_ART,Q21935651,http://www.wikidata.org/entity/Q21935651,Dunkirk,2017 film by Christopher Nolan,0.85,True,"exact_label,api_match_text,type_hint:film"
El Camino: A Breaking Bad Movie,http://example.org/webdatamining/entity/el-camino-a-breaking-bad-movie,WORK_OF_ART,Q61741521,http://www.wikidata.org/entity/Q61741521,El Camino: A Breaking Bad Movie,2019 American film by Vince Gilligan,0.9,True,"exact_label,api_match_text,type_hint:film"
Following,http://example.org/webdatamining/entity/following,WORK_OF_ART,Q685817,http://www.wikidata.org/entity/Q685817,Following,1998 film by Christopher Nolan,0.85,True,"exact_label,api_match_text,type_hint:film"
"Goodbye, Mr. Chips",http://example.org/webdatamining/entity/goodbye-mr-chips,WORK_OF_ART,Q43228,http://www.wikidata.org/entity/Q43228,"Goodbye, Mr. Chips",1939 film by Sam Wood,0.85,True,"exact_label,api_match_text,type_hint:film"
Inception,http://example.org/webdatamining/entity/inception,WORK_OF_ART,Q25188,http://www.wikidata.org/entity/Q25188,Inception,2010 film directed by Christopher Nolan,0.85,True,"exact_label,api_match_text,type_hint:film"
Insomnia,http://example.org/webdatamining/entity/insomnia,WORK_OF_ART,,,,,0.7,False,"exact_label,api_match_text"
Interstellar,http://example.org/webdatamining/entity/interstellar,WORK_OF_ART,Q13417189,http://www.wikidata.org/entity/Q13417189,Interstellar,2014 film by Christopher Nolan,0.85,True,"exact_label,api_match_text,type_hint:film"
La La Land,http://example.org/webdatamining/entity/la-la-land,WORK_OF_ART,Q20856802,http://www.wikidata.org/entity/Q20856802,La La Land,2016 film directed by Damien Chazelle,0.85,True,"exact_label,api_match_text,type_hint:film"
Malcolm in the Middle,http://example.org/webdatamining/entity/malcolm-in-the-middle,WORK_OF_ART,Q242596,http://www.wikidata.org/entity/Q242596,Malcolm in the Middle,American television sitcom (2000–2006),0.9,True,"exact_label,api_match_text,type_hint:television"
Man of Steel,http://example.org/webdatamining/entity/man-of-steel,WORK_OF_ART,Q622769,http://www.wikidata.org/entity/Q622769,Man of Steel,2013 film directed by Zack Snyder,0.9,True,"exact_label,api_match_text,type_hint:film"
Mankind,http://example.org/webdatamining/entity/mankind,WORK_OF_ART,,,,,0.7,False,"exact_label,api_match_text"
Memento,http://example.org/webdatamining/entity/memento,WORK_OF_ART,Q190525,http://www.wikidata.org/entity/Q190525,Memento,2000 film by Christopher Nolan,0.85,True,"exact_label,api_match_text,type_hint:film"
Nobel Prize,http://example.org/webdatamining/entity/nobel-prize,WORK_OF_ART,Q7191,http://www.wikidata.org/entity/Q7191,Nobel Prize,"set of annual international awards, primarily 5 established in 1895 by Alfred Nobel",0.75,True,"exact_label,api_match_text"
One Battle After Another,http://example.org/webdatamining/entity/one-battle-after-another,WORK_OF_ART,Q117085614,http://www.wikidata.org/entity/Q117085614,One Battle After Another,2025 film directed by Paul Thomas Anderson,0.9,True,"exact_label,api_match_text,type_hint:film"
Oppenheimer,http://example.org/webdatamining/entity/oppenheimer,WORK_OF_ART,Q108839994,http://www.wikidata.org/entity/Q108839994,Oppenheimer,2023 film directed by Christopher Nolan,0.85,True,"exact_label,api_match_text,type_hint:film"
Oscar,http://example.org/webdatamining/entity/oscar,WORK_OF_ART,Q1951683,http://www.wikidata.org/entity/Q1951683,Oscar,male given name,0.75,True,"exact_label,api_match_text"
Oscars,http://example.org/webdatamining/entity/oscars,WORK_OF_ART,,,,,0.45,False,partial_label
Plot,http://example.org/webdatamining/entity/plot,WORK_OF_ART,Q1758354,http://www.wikidata.org/entity/Q1758354,plot,concept in narratology: presentation of a sequence of events in a narrative work,0.9,True,"exact_label,api_match_text,type_hint:work"
Pulitzer Prize,http://example.org/webdatamining/entity/pulitzer-prize,WORK_OF_ART,Q46525,http://www.wikidata.org/entity/Q46525,Pulitzer Prize,"award for achievements in journalism, literature, and musical composition within the United States in several categories",0.75,True,"exact_label,api_match_text"
Reception,http://example.org/webdatamining/entity/reception,WORK_OF_ART,Q66317493,http://www.wikidata.org/entity/Q66317493,reception,formal party,0.75,True,"exact_label,api_match_text"
Scarface,http://example.org/webdatamining/entity/scarface,WORK_OF_ART,Q47075,http://www.wikidata.org/entity/Q47075,Scarface,1983 film directed by Brian De Palma,0.9,True,"exact_label,api_match_text,type_hint:film"
Seinfeld,http://example.org/webdatamining/entity/seinfeld,WORK_OF_ART,Q23733,http://www.wikidata.org/entity/Q23733,Seinfeld,American television sitcom (1989–1998),0.85,True,"exact_label,api_match_text,type_hint:television"
Sinners,http://example.org/webdatamining/entity/sinners,WORK_OF_ART,Q7524696,http://www.wikidata.org/entity/Q7524696,Sinners,2007 film,0.85,True,"exact_label,api_match_text,type_hint:film"
Star Wars,http://example.org/webdatamining/entity/star-wars,WORK_OF_ART,Q27563322,http://www.wikidata.org/entity/Q27563322,Star Wars,comic book series published by Marvel Comics from 1977 to 1986,0.85,True,"exact_label,api_match_text,type_hint:series"
Tenet,http://example.org/webdatamining/entity/tenet,WORK_OF_ART,Q63985561,http://www.wikidata.org/entity/Q63985561,Tenet,2020 film directed by Christopher Nolan,0.85,True,"exact_label,api_match_text,type_hint:film"
The Academy Awards,http://example.org/webdatamining/entity/the-academy-awards,WORK_OF_ART,,,,,0.55,False,"partial_label,api_match_text"
The Dark Knight,http://example.org/webdatamining/entity/the-dark-knight,WORK_OF_ART,Q163872,http://www.wikidata.org/entity/Q163872,The Dark Knight,2008 film directed by Christopher Nolan,0.85,True,"exact_label,api_match_text,type_hint:film"
The Dark Knight Rises,http://example.org/webdatamining/entity/the-dark-knight-rises,WORK_OF_ART,Q189330,http://www.wikidata.org/entity/Q189330,The Dark Knight Rises,2012 superhero film by Christopher Nolan,0.85,True,"exact_label,api_match_text,type_hint:film"
The Dark KnightThe,http://example.org/webdatamining/entity/the-dark-knightthe,WORK_OF_ART,,,,,0.0,False,below_threshold
The Prestige,http://example.org/webdatamining/entity/the-prestige,WORK_OF_ART,Q46551,http://www.wikidata.org/entity/Q46551,The Prestige,2006 film directed by Christopher Nolan,0.85,True,"exact_label,api_match_text,type_hint:film"
The X,http://example.org/webdatamining/entity/the-x,WORK_OF_ART,Q136242657,http://www.wikidata.org/entity/Q136242657,The X,2025 EP by Monsta X,0.75,True,"exact_label,api_match_text"
Titanic,http://example.org/webdatamining/entity/titanic,WORK_OF_ART,Q44578,http://www.wikidata.org/entity/Q44578,Titanic,1997 film by James Cameron,0.85,True,"exact_label,api_match_text,type_hint:film"
a Golden Globe Award,http://example.org/webdatamining/entity/a-golden-globe-award,WORK_OF_ART,,,,,0.0,False,below_threshold
an Academy Award,http://example.org/webdatamining/entity/an-academy-award,WORK_OF_ART,,,,,0.0,False,below_threshold
an Oscar and,http://example.org/webdatamining/entity/an-oscar-and,WORK_OF_ART,,,,,0.0,False,below_threshold
the Academy Award,http://example.org/webdatamining/entity/the-academy-award,WORK_OF_ART,,,,,0.45,False,partial_label
the Academy Awards,http://example.org/webdatamining/entity/the-academy-awards,WORK_OF_ART,,,,,0.55,False,"partial_label,api_match_text"
the Enrico Fermi Award,http://example.org/webdatamining/entity/the-enrico-fermi-award,WORK_OF_ART,,,,,0.45,False,partial_label
the Golden Globe,http://example.org/webdatamining/entity/the-golden-globe,WORK_OF_ART,,,,,0.7,False,"exact_label,api_match_text"
the Golden Globe Awards,http://example.org/webdatamining/entity/the-golden-globe-awards,WORK_OF_ART,,,,,0.0,False,below_threshold
the Gordon E. Sawyer Award,http://example.org/webdatamining/entity/the-gordon-e-sawyer-award,WORK_OF_ART,,,,,0.0,False,below_threshold
the Irving G. Thalberg Memorial Award,http://example.org/webdatamining/entity/the-irving-g-thalberg-memorial-award,WORK_OF_ART,,,,,0.0,False,below_threshold
